id,batch_id,arm_id,pi
9805,623,13,0.9989899999999999
9810,624,2,0.01753
9815,624,7,0.9103100000000001
9820,624,12,0.99513
9826,625,2,0.01666
9831,625,7,0.91073
9836,625,12,0.9956
9842,626,2,0.01722
9846,626,6,0.24676
9850,626,10,0.91363
9854,626,14,0.99911
9857,627,1,0.01747
9860,627,4,0.15884
9863,627,7,0.91133
9866,627,10,0.9128
9869,627,13,0.9989999999999999
9872,627,16,1.0
9876,628,4,0.15444
9881,628,9,0.9148000000000001
9886,628,14,0.9990900000000001
9891,629,3,0.15515
9895,629,7,0.91326
9899,629,11,0.98972
9903,629,15,1.0
9907,630,3,0.1531
9910,630,6,0.2574
9917,630,13,0.99917
9924,631,4,0.14912000000000003
9929,631,9,0.91342
9934,631,14,0.99925
9938,632,2,0.016159999999999997
9943,632,7,0.91263
9948,632,12,0.9960800000000002
9955,633,3,0.14537
9960,633,8,0.91547
9965,633,13,0.99918
9973,634,5,0.25878
9978,634,10,0.91089
9983,634,15,0.99999
9986,635,2,0.01746
9991,635,7,0.9031
9996,635,12,0.99545
10580,672,4,0.13126
10585,672,9,0.8886999999999998
10590,672,14,0.9982599999999998
10594,673,2,0.03134
10597,673,5,0.25898
10600,673,8,0.88494
10604,673,12,0.99108
10608,673,16,1.0
10609,674,1,0.03047
10614,674,6,0.26382
10619,674,11,0.97688
10624,674,16,1.0
10625,675,1,0.0299
10629,675,5,0.26815
10633,675,9,0.88829
10637,675,13,0.9980000000000001
10645,676,5,0.27132999999999996
10650,676,10,0.8896799999999999
10655,676,15,0.99998
10658,677,2,0.03318
10663,677,7,0.88391
10668,677,12,0.99125
10674,678,2,0.03312
10679,678,7,0.8849800000000001
10684,678,12,0.9913400000000001
10691,679,3,0.13201000000000002
10696,679,8,0.88937
10701,679,13,0.99815
10709,680,5,0.26261
10714,680,10,0.88744
10719,680,15,0.99998
10723,681,3,0.12806
10728,681,8,0.8823099999999999
10733,681,13,0.9981099999999999
10739,682,3,0.12721
10744,682,8,0.8867499999999999
10749,682,13,0.99817
10755,683,3,0.12568
10760,683,8,0.90403
10765,683,13,0.9982399999999999
10769,684,1,0.02483
10773,684,5,0.24565
10778,684,10,0.90919
10783,684,15,0.9999700000000001
10789,685,5,0.23903999999999997
10794,685,10,0.90889
10802,686,2,0.02308
10806,686,6,0.23754999999999998
10810,686,10,0.91266
10814,686,14,0.9982500000000001
10821,687,5,0.23207
10826,687,10,0.91441
10831,687,15,0.99999
10835,688,3,0.11745
10840,688,8,0.91398
10845,688,13,0.9985499999999999
10850,689,2,0.022840000000000003
10855,689,7,0.9152100000000001
10860,689,12,0.9918600000000001
10868,690,4,0.11159
10873,690,9,0.9172500000000001
10878,690,14,0.99822
10884,691,4,0.11921000000000001
10889,691,9,0.9145100000000002
10894,691,14,0.9982900000000002
10899,692,3,0.11823
10903,692,7,0.9119200000000001
10907,692,11,0.98002
10911,692,15,0.9999899999999999
10914,693,2,0.02191
10918,693,6,0.22754
10922,693,10,0.9169499999999999
10927,693,15,0.9999499999999999
10930,694,2,0.02437
10936,694,8,0.9080800000000001
10940,694,12,0.9915900000000002
10944,694,16,1.0000000000000002
10947,695,3,0.12097000000000001
10952,695,8,0.9097000000000001
10957,695,13,0.9983500000000001
10964,696,4,0.11515
10969,696,9,0.9115599999999999
10974,696,14,0.9983
10981,697,5,0.24436000000000002
10986,697,10,0.9085599999999999
10991,697,15,0.9999999999999998
10999,698,7,0.89983
11003,698,11,0.9754400000000001
11007,698,15,0.9999600000000002
11009,699,1,0.02474
11013,699,5,0.25551999999999997
9677,615,13,0.9982900000000001
9684,616,4,0.1511
9689,616,9,0.9106199999999999
9694,616,14,0.9982399999999998
9699,617,3,0.14623
9704,617,8,0.9111899999999999
9709,617,13,0.9983
9717,618,5,0.2359
9722,618,10,0.9118700000000001
9727,618,15,0.99997
9731,619,3,0.14409
9736,619,8,0.9118400000000001
9741,619,13,0.9985400000000002
9749,620,5,0.24492000000000003
9754,620,10,0.9154300000000001
9759,620,15,0.9999900000000002
9761,621,1,0.01731
9766,621,6,0.24076
9771,621,11,0.9886900000000001
9776,621,16,1.0
9780,622,4,0.13867000000000002
9785,622,9,0.91675
9790,622,14,0.9992800000000001
9794,623,2,0.01742
9799,623,7,0.90781
9804,623,12,0.99515
9811,624,3,0.14545
9816,624,8,0.9107500000000001
9821,624,13,0.99893
9829,625,5,0.25317
9834,625,10,0.91256
9839,625,15,0.99999
9873,628,1,0.01723
9878,628,6,0.25122
9883,628,11,0.9899300000000001
9888,628,16,1.0000000000000002
9889,629,1,0.01639
9893,629,5,0.25911
9897,629,9,0.91478
9901,629,13,0.999
9909,630,5,0.2574
9912,630,8,0.9098900000000001
9915,630,11,0.9906400000000001
9918,630,14,0.99923
9922,631,2,0.01577
9927,631,7,0.9120900000000001
9932,631,12,0.99576
9941,632,5,0.25020000000000003
9946,632,10,0.9143700000000001
9951,632,15,0.9999900000000003
9953,633,1,0.01498
9958,633,6,0.2433
9963,633,11,0.9904
9968,633,16,1.0
9972,634,4,0.15463
9977,634,9,0.91072
9982,634,14,0.99927
9985,635,1,0.01739
9990,635,6,0.27357
9995,635,11,0.98939
10000,635,16,1.0
10581,672,5,0.27449999999999997
10586,672,10,0.8889299999999998
10591,672,15,0.9999899999999998
10595,673,3,0.11478
10601,673,9,0.88699
10605,673,13,0.99803
10612,674,4,0.12005
10617,674,9,0.88731
10622,674,14,0.9981
10627,675,3,0.12632
10631,675,7,0.88502
10635,675,11,0.9774900000000001
10639,675,15,0.9999900000000002
10641,676,1,0.0298
10646,676,6,0.27132999999999996
10651,676,11,0.97766
10656,676,16,1.0
10659,677,3,0.12836999999999998
10664,677,8,0.88481
10669,677,13,0.9983
10675,678,3,0.13394
10680,678,8,0.8859800000000001
10685,678,13,0.9982200000000001
10694,679,6,0.28518000000000004
10699,679,11,0.9777199999999999
10704,679,16,0.9999999999999999
10706,680,2,0.03458
10711,680,7,0.88339
10716,680,12,0.99101
10725,681,5,0.25390999999999997
10730,681,10,0.8849499999999999
10735,681,15,0.99998
10737,682,1,0.02436
10742,682,6,0.25286
10747,682,11,0.9767199999999999
10752,682,16,1.0
10757,683,5,0.24817999999999998
10762,683,10,0.90665
10767,683,15,0.9999799999999999
10770,684,2,0.025050000000000003
10775,684,7,0.90552
10780,684,12,0.9912900000000001
10788,685,4,0.12044999999999999
10793,685,9,0.9086
10799,685,15,0.9999999999999998
10817,687,1,0.02282
10822,687,6,0.23208
10827,687,11,0.97873
10832,687,16,1.0
10836,688,4,0.11754
10841,688,9,0.91595
10846,688,14,0.99862
10851,689,3,0.11513
10856,689,8,0.9160900000000001
10861,689,13,0.9984500000000001
10869,690,5,0.22279
10874,690,10,0.9175000000000001
10879,690,15,0.99997
10885,691,5,0.23312
10890,691,10,0.9148200000000002
10895,691,15,0.9999900000000003
10900,692,4,0.11833
10904,692,8,0.91288
10908,692,12,0.9922
10912,692,16,0.9999999999999999
10916,693,4,0.11521
10920,693,8,0.9147799999999999
10925,693,13,0.9984099999999999
10948,695,4,0.12108000000000001
10953,695,9,0.9120300000000001
10958,695,14,0.9984200000000001
10965,696,5,0.22941
10970,696,10,0.9118799999999999
10975,696,15,0.9999899999999999
10978,697,2,0.02512
10983,697,7,0.90479
10988,697,12,0.9915099999999999
10995,698,3,0.13117
10998,698,6,0.25873999999999997
11002,698,10,0.9034300000000001
11006,698,14,0.9979700000000001
11012,699,4,0.12963
11018,699,10,0.90452
11023,699,15,0.99995
11026,700,2,0.025699999999999997
11031,700,7,0.8992
11036,700,12,0.9893799999999999
11041,701,1,0.02506
11045,701,5,0.25915
11049,701,9,0.90501
11055,701,15,0.9999500000000001
11058,702,2,0.02467
11063,702,7,0.90519
11068,702,12,0.9895700000000001
11077,703,5,0.25885
11082,703,10,0.91081
9678,615,14,0.9983800000000002
9685,616,5,0.24530000000000002
9690,616,10,0.9107599999999999
9695,616,15,0.9999799999999998
9700,617,4,0.14629
9705,617,9,0.91257
9710,617,14,0.9983799999999999
9715,618,3,0.14599
9720,618,8,0.9104900000000001
9725,618,13,0.99841
9729,619,1,0.01851
9734,619,6,0.24281000000000003
9739,619,11,0.9877600000000002
9744,619,16,1.0000000000000002
9747,620,3,0.14282
9752,620,8,0.9141600000000001
9757,620,13,0.9986400000000001
9764,621,4,0.13865
9769,621,9,0.9161
9774,621,14,0.9984900000000001
9778,622,2,0.01814
9783,622,7,0.91516
9788,622,12,0.99551
9793,623,1,0.01736
9798,623,6,0.24101
9803,623,11,0.98892
9808,623,16,1.0
9809,624,1,0.01746
9814,624,6,0.24804
9819,624,11,0.98912
9824,624,16,0.9999999999999999
9828,625,4,0.15172
9833,625,9,0.9123800000000001
9838,625,14,0.9991500000000001
9844,626,4,0.14868
9848,626,8,0.91241
9852,626,12,0.9952300000000001
9856,626,16,1.0
9875,628,3,0.15439
9880,628,8,0.91386
9885,628,13,0.9990500000000001
9906,630,2,0.016
9913,630,9,0.9109200000000001
9916,630,12,0.99589
9919,630,15,1.0
9925,631,5,0.25011000000000005
9930,631,10,0.91352
9935,631,15,0.9999899999999999
9939,632,3,0.14827
9944,632,8,0.9130400000000001
9949,632,13,0.9992200000000002
9956,633,4,0.14539
9961,633,9,0.91643
9966,633,14,0.99922
9970,634,2,0.01667
9975,634,7,0.90928
9980,634,12,0.99598
9988,635,4,0.16422
9993,635,9,0.90508
9998,635,14,0.9990399999999999
10989,697,13,0.9981799999999998
11010,699,2,0.024870000000000003
11014,699,6,0.25551999999999997
11017,699,9,0.90416
11019,699,11,0.97572
11022,699,14,0.9981
11028,700,4,0.13848999999999997
11033,700,9,0.90291
11038,700,14,0.9981699999999999
11043,701,3,0.13635999999999998
11047,701,7,0.90172
11051,701,11,0.97577
11054,701,14,0.9981400000000001
11061,702,5,0.25895
11066,702,10,0.9088700000000001
11071,702,15,0.99999
11073,703,1,0.02492
11078,703,6,0.25885
11083,703,11,0.98073
11088,703,16,0.9999999999999999
11091,704,3,0.1345
11096,704,8,0.90827
11101,704,13,0.9981500000000001
11109,705,5,0.2559
11116,705,12,0.99023
11119,705,15,0.99996
11140,707,4,0.13984
11145,707,9,0.9080300000000001
11150,707,14,0.9981700000000001
11173,709,5,0.25866
11178,709,10,0.9127
11183,709,15,1.0
11185,710,1,0.02719
11190,710,6,0.25263
11195,710,11,0.9807999999999999
11200,710,16,0.9999999999999999
11204,711,4,0.13924999999999998
11209,711,9,0.9024000000000001
11214,711,14,0.9981200000000001
11217,712,1,0.02946
11222,712,6,0.27919
11227,712,11,0.9790800000000001
11232,712,16,1.0
11235,713,3,0.14529999999999998
11240,713,8,0.89605
11245,713,13,0.9979700000000001
11250,714,2,0.02938
11255,714,7,0.89654
11260,714,12,0.98957
11267,715,3,0.14238
11272,715,8,0.89887
11277,715,13,0.9980400000000001
11282,716,2,0.02906
11287,716,7,0.8921
11292,716,12,0.98979
11300,717,4,0.14696
11305,717,9,0.8952300000000001
11310,717,14,0.99819
11316,718,4,0.15536999999999998
11321,718,9,0.88961
11326,718,14,0.9980600000000001
11330,719,2,0.029670000000000002
11335,719,7,0.8885400000000001
11340,719,12,0.9896400000000001
11348,720,4,0.15013
11353,720,9,0.8928600000000001
11358,720,14,0.9984000000000002
11364,721,4,0.15656
11369,721,9,0.8939599999999999
11374,721,14,0.9980999999999999
11380,722,4,0.15344
11385,722,9,0.8955099999999999
11388,722,12,0.99015
11392,722,16,1.0
11425,725,1,0.02967
11430,725,6,0.27818000000000004
11435,725,11,0.98171
11440,725,16,1.0
11442,726,2,0.02945
11444,726,4,0.15779
11447,726,7,0.89324
11449,726,9,0.89683
11452,726,12,0.9922
11454,726,14,0.9979999999999999
11457,727,1,0.03017
11459,727,3,0.16127
11462,727,6,0.28051000000000004
11465,727,9,0.91191
11468,727,12,0.99159
11469,727,13,0.99793
11472,727,16,1.0
11473,728,1,0.02864
11474,728,2,0.0288
11476,728,4,0.15914999999999999
11477,728,5,0.27473
11479,728,7,0.9112799999999999
11480,728,8,0.9122899999999998
11618,737,2,0.03102
11622,737,6,0.2783
11626,737,10,0.91746
11630,737,14,0.9982700000000001
11633,738,1,0.03293
11638,738,6,0.29127
11643,738,11,0.9807299999999999
11648,738,16,0.9999999999999999
11653,739,5,0.28667000000000004
11658,739,10,0.9147500000000001
11663,739,15,0.9999600000000001
11666,740,2,0.033600000000000005
11671,740,7,0.9069499999999999
11676,740,12,0.9916199999999998
11683,741,3,0.18461
11688,741,8,0.90842
11693,741,13,0.99774
11697,742,1,0.03311
11702,742,6,0.30609000000000003
11707,742,11,0.97987
11712,742,16,1.0
11713,743,1,0.03226
11718,743,6,0.31218999999999997
11723,743,11,0.9813099999999998
11728,743,16,0.9999999999999998
11730,744,2,0.03342
11735,744,7,0.89971
11740,744,12,0.99137
11749,745,5,0.29347
11754,745,10,0.9040400000000001
11759,745,15,0.9999700000000001
13665,865,1,0.05299
13669,865,5,0.24275
13672,865,8,0.88524
13677,865,13,0.9974200000000001
13680,865,16,1.0
13681,866,1,0.04945
13695,866,15,0.99999
13697,867,1,0.05073
13700,867,4,0.12251999999999999
13703,867,7,0.88743
13706,867,10,0.8903000000000001
13709,867,13,0.99738
13712,867,16,1.0
13717,868,5,0.22797
13720,868,8,0.8905500000000001
13723,868,11,0.9809300000000001
13726,868,14,0.9977000000000001
13728,868,16,1.0000000000000002
13729,869,1,0.04734
13731,869,3,0.11682000000000001
13733,869,5,0.22612
13735,869,7,0.89086
13737,869,9,0.8932599999999999
13739,869,11,0.98171
13741,869,13,0.99792
13743,869,15,0.99992
13747,870,3,0.11603
13751,870,7,0.8920399999999999
13755,870,11,0.98156
13759,870,15,0.99998
13763,871,3,0.11326
13766,871,6,0.21944
13773,871,13,0.9978399999999998
13781,872,5,0.21656999999999998
13785,872,9,0.8969699999999999
13788,872,12,0.99139
13795,873,3,0.10944000000000001
13800,873,8,0.89753
13805,873,13,0.9978
14451,914,3,0.11068
14456,914,8,0.8739500000000001
14461,914,13,0.9976400000000001
14467,915,3,0.11395000000000001
14472,915,8,0.89285
14477,915,13,0.9976700000000001
14481,916,1,0.05581
14486,916,6,0.19201
14491,916,11,0.9803400000000001
14498,917,2,0.05572
14502,917,6,0.18836000000000003
14506,917,10,0.89576
14510,917,14,0.9978
14534,919,6,0.19630999999999998
14540,919,12,0.98933
14548,920,4,0.12344000000000002
14553,920,9,0.8896700000000001
14558,920,14,0.99745
14563,921,3,0.12735000000000002
14567,921,7,0.87827
14571,921,11,0.9770599999999999
14575,921,15,0.9999599999999998
14579,922,3,0.12454000000000001
14584,922,8,0.88212
14589,922,13,0.9969100000000001
14611,924,3,0.11943000000000001
14615,924,7,0.88481
14619,924,11,0.9780399999999999
14623,924,15,0.9999399999999998
14628,925,4,0.12104
14632,925,8,0.87895
14635,925,11,0.97873
14642,926,2,0.05685
14646,926,6,0.20186
14650,926,10,0.883
14654,926,14,0.9978200000000002
14673,928,1,0.05738
14677,928,5,0.20218999999999998
14681,928,9,0.9004400000000001
14685,928,13,0.99743
14692,929,4,0.11817
14693,929,5,0.19934000000000002
14696,929,8,0.90169
14697,929,9,0.90294
14700,929,12,0.9884999999999999
14701,929,13,0.99759
14703,929,15,0.99998
14706,930,2,0.05704
14707,930,3,0.11679
14708,930,4,0.11693
14710,930,6,0.19636
14711,930,7,0.90159
14712,930,8,0.90288
14714,930,10,0.90473
14715,930,11,0.97919
14716,930,12,0.98959
14718,930,14,0.9977499999999999
14719,930,15,0.9999699999999999
14720,930,16,0.9999999999999999
14721,931,1,0.05616
14724,931,4,0.10641000000000002
14725,931,5,0.18763000000000002
14728,931,8,0.90172
14729,931,9,0.9030699999999999
14732,931,12,0.9887599999999999
14733,931,13,0.9975899999999999
14736,931,16,0.9999999999999999
14737,932,1,0.05549
14739,932,3,0.10243
14740,932,4,0.10253999999999999
14741,932,5,0.18311
14742,932,6,0.18312
14743,932,7,0.9034
14744,932,8,0.90464
14745,932,9,0.90593
14746,932,10,0.90643
14747,932,11,0.97902
14748,932,12,0.98937
14749,932,13,0.9974
14750,932,14,0.9975799999999999
14751,932,15,0.9999899999999999
14752,932,16,0.9999999999999999
14753,933,1,0.05703
14754,933,2,0.05728
14755,933,3,0.10429
14756,933,4,0.10433999999999999
14757,933,5,0.19030999999999998
11619,737,3,0.16468
11623,737,7,0.91403
11627,737,11,0.9826400000000001
11631,737,15,0.9999800000000001
11635,738,3,0.1729
11640,738,8,0.9097899999999999
11645,738,13,0.9978799999999999
11649,739,1,0.03203
11654,739,6,0.28668000000000005
11659,739,11,0.9821200000000001
11664,739,16,1.0
11668,740,4,0.17544
11673,740,9,0.9106199999999999
11678,740,14,0.9979199999999998
11682,741,2,0.03367
11687,741,7,0.90733
11692,741,12,0.99142
11701,742,5,0.30609000000000003
11706,742,10,0.90362
11711,742,15,0.99997
11715,743,3,0.18347
11720,743,8,0.9044199999999999
11725,743,13,0.9979499999999998
11732,744,4,0.15935
11737,744,9,0.90356
11742,744,14,0.99804
11746,745,2,0.032869999999999996
11751,745,7,0.8998600000000001
11756,745,12,0.9913000000000001
13666,865,2,0.05323
13670,865,6,0.24275
13675,865,11,0.9806800000000001
13682,866,2,0.04972
13684,866,4,0.12135
13686,866,6,0.23388
13688,866,8,0.88672
13690,866,10,0.8882099999999999
13692,866,12,0.9910599999999999
13694,866,14,0.9979
13745,870,1,0.04781
13748,870,4,0.11621999999999999
13752,870,8,0.8931699999999999
13756,870,12,0.9910599999999999
13760,870,16,1.0
13778,872,2,0.04604
13783,872,7,0.89472
13790,872,14,0.99785
13793,873,1,0.04589
13798,873,6,0.21388000000000001
13803,873,11,0.9818800000000001
13808,873,16,1.0
13811,874,3,0.11592
13816,874,8,0.8947299999999999
13821,874,13,0.9980499999999999
13824,874,16,0.9999999999999999
13844,876,4,0.11521999999999999
13849,876,9,0.8970400000000001
13854,876,14,0.99787
13857,877,1,0.04699
13861,877,5,0.22511
13865,877,9,0.89761
13869,877,13,0.99771
13876,878,4,0.11027999999999999
13882,878,10,0.8981
13886,878,14,0.9976400000000001
13890,879,2,0.04518
13894,879,6,0.21803
13898,879,10,0.8993
13901,879,13,0.99776
13906,880,2,0.044109999999999996
13909,880,5,0.2168
13912,880,8,0.9015
13915,880,11,0.98403
13918,880,14,0.99829
13921,881,1,0.04398
13926,881,6,0.22322
13931,881,11,0.98392
13936,881,16,1.0
13940,882,4,0.10373
13945,882,9,0.90603
13950,882,14,0.99807
13955,883,3,0.10092999999999999
13959,883,7,0.90474
13963,883,11,0.9850399999999999
13967,883,15,0.9999899999999999
13971,884,3,0.09945000000000001
13976,884,8,0.9066100000000001
13981,884,13,0.9979900000000002
13987,885,3,0.10112
13991,885,7,0.90706
13995,885,11,0.98506
13999,885,15,0.9999500000000001
14005,886,5,0.22561
14010,886,10,0.9078399999999999
14015,886,15,0.9999799999999999
14019,887,3,0.10518
14024,887,8,0.9030699999999999
14029,887,13,0.9979299999999999
14033,888,1,0.04612
14038,888,6,0.24946000000000002
14043,888,11,0.9822200000000001
14048,888,16,1.0
14053,889,5,0.26125
14058,889,10,0.8939
14063,889,15,0.9999600000000001
14099,892,3,0.11225
14103,892,7,0.89642
14107,892,11,0.9810399999999999
14112,892,16,0.9999999999999999
14115,893,3,0.10072
14119,893,7,0.89453
14123,893,11,0.9811600000000001
14127,893,15,0.9999800000000001
14130,894,2,0.04786
14135,894,7,0.8920899999999999
14140,894,12,0.9902499999999999
14149,895,5,0.2156
14154,895,10,0.89479
14159,895,15,1.0
14163,896,3,0.10354
14168,896,8,0.8876000000000001
14173,896,13,0.99748
14181,897,5,0.20641
14186,897,10,0.88685
14191,897,15,0.99997
14209,899,1,0.05369
14214,899,6,0.20034000000000002
14219,899,11,0.9779300000000002
14224,899,16,1.0000000000000002
14226,900,2,0.05323
14230,900,6,0.19921
14234,900,10,0.8816299999999999
14238,900,14,0.9973799999999998
14257,902,1,0.0521
14262,902,6,0.18964
14267,902,11,0.9797
14272,902,16,1.0
14273,903,1,0.05113
14277,903,5,0.18884
14281,903,9,0.88796
14285,903,13,0.9977699999999999
14305,905,1,0.05224
14309,905,5,0.19157000000000002
14313,905,9,0.8853
14317,905,13,0.99753
14319,905,15,0.9999800000000001
14324,906,4,0.11703000000000001
14331,906,11,0.9792000000000001
14336,906,16,1.0
14339,907,3,0.11546999999999999
14344,907,8,0.88598
14349,907,13,0.99763
14357,908,5,0.20353
14362,908,10,0.88123
14367,908,15,0.99996
14370,909,2,0.05713
14375,909,7,0.87269
11620,737,4,0.16473
11624,737,8,0.91501
11628,737,12,0.9922400000000001
11632,737,16,1.0
11636,738,4,0.17295
11641,738,9,0.9123199999999999
11646,738,14,0.9980199999999999
11651,739,3,0.16920000000000002
11656,739,8,0.91181
11661,739,13,0.9979100000000001
11667,740,3,0.17535
11672,740,8,0.9081499999999999
11677,740,13,0.9976899999999999
11685,741,5,0.30796999999999997
11690,741,10,0.91132
11695,741,15,0.99998
11699,742,3,0.18480000000000002
11704,742,8,0.90074
11709,742,13,0.99783
11716,743,4,0.18356999999999998
11721,743,9,0.9068699999999998
11726,743,14,0.9980299999999998
11729,744,1,0.03324
11734,744,6,0.29289
11739,744,11,0.98065
11744,744,16,1.0
11748,745,4,0.16069999999999998
11753,745,9,0.90361
11758,745,14,0.9977100000000001
13667,865,3,0.12611
13671,865,7,0.88415
13674,865,10,0.8868900000000001
13676,865,12,0.9902700000000001
13679,865,15,0.99999
13746,870,2,0.04804
13749,870,5,0.22421
13753,870,9,0.8943099999999999
13757,870,13,0.99784
13767,871,7,0.8947499999999999
13770,871,10,0.8974399999999999
13774,871,14,0.9979599999999998
13777,872,1,0.04582
13782,872,6,0.21656999999999998
13786,872,10,0.8972699999999999
13789,872,13,0.99769
13812,874,4,0.11599999999999999
13817,874,9,0.8959499999999999
13822,874,14,0.9980799999999999
13825,875,1,0.04711
13829,875,5,0.23148000000000002
13833,875,9,0.8973200000000001
13837,875,13,0.9975700000000001
13845,876,5,0.22952
13850,876,10,0.89732
13855,876,15,1.0
13859,877,3,0.11295
13863,877,7,0.8953599999999999
13867,877,11,0.98234
13871,877,15,0.99997
13874,878,2,0.04697
13884,878,12,0.99129
13888,878,16,1.0000000000000002
13891,879,3,0.10835
13895,879,7,0.8970100000000001
13899,879,11,0.98269
13904,879,16,1.0
13925,881,5,0.2232
13930,881,10,0.90432
13935,881,15,0.9999800000000001
13938,882,2,0.043750000000000004
13943,882,7,0.90395
13948,882,12,0.99212
13954,883,2,0.0429
13958,883,6,0.22246999999999997
13962,883,10,0.90731
13966,883,14,0.9984399999999999
13970,884,2,0.042010000000000006
13975,884,7,0.9054500000000001
13980,884,12,0.9924400000000001
13986,885,2,0.04261
13990,885,6,0.22934
13994,885,10,0.9094
13998,885,14,0.9981300000000001
14003,886,3,0.10011
14008,886,8,0.9067299999999999
14013,886,13,0.9982999999999999
14017,887,1,0.04345
14022,887,6,0.23705
14027,887,11,0.9831499999999999
14032,887,16,0.9999999999999998
14037,888,5,0.24945
14042,888,10,0.90029
14047,888,15,0.99999
14050,889,2,0.04824
14055,889,7,0.89124
14060,889,12,0.99023
14065,890,1,0.04825
14069,890,5,0.25288
14072,890,8,0.8921999999999999
14078,890,14,0.9980899999999998
14080,890,16,0.9999999999999998
14082,891,2,0.04697
14085,891,5,0.25284
14088,891,8,0.8962700000000001
14091,891,11,0.9821300000000002
14094,891,14,0.9981500000000002
14100,892,4,0.11236
14108,892,12,0.9904499999999999
14116,893,4,0.10079
14120,893,8,0.8958900000000001
14124,893,12,0.9900200000000001
14128,893,16,1.0
14131,894,3,0.10250999999999999
14136,894,8,0.8932199999999999
14141,894,13,0.9980299999999999
14148,895,4,0.10115
14153,895,9,0.89439
14158,895,14,0.99793
14162,896,2,0.04929
14167,896,7,0.88644
14172,896,12,0.98931
14180,897,4,0.10807000000000001
14185,897,9,0.88644
14190,897,14,0.9976
14194,898,2,0.05123
14198,898,6,0.18864
14202,898,10,0.88848
14206,898,14,0.99765
14211,899,3,0.11576
14216,899,8,0.8791800000000001
14221,899,13,0.9972900000000002
14258,902,2,0.05224
14263,902,7,0.88312
14268,902,12,0.98892
14276,903,4,0.1112
14279,903,7,0.88536
14286,903,14,0.9979399999999999
14292,904,4,0.10647
14296,904,8,0.88941
14300,904,12,0.99017
14304,904,16,0.9999999999999999
14307,905,3,0.11177000000000001
14311,905,7,0.88264
14315,905,11,0.97913
14318,905,14,0.99765
14323,906,3,0.1169
14327,906,7,0.88235
14332,906,12,0.98914
14338,907,2,0.05633
14343,907,7,0.88453
14348,907,12,0.98939
14355,908,3,0.12047
14360,908,8,0.87953
14365,908,13,0.99754
14372,909,4,0.11835
14377,909,9,0.87546
14382,909,14,0.99772
11621,737,5,0.2783
11625,737,9,0.9172
11629,737,13,0.9981200000000001
11637,738,5,0.29127
11642,738,10,0.9127199999999999
11647,738,15,0.9999699999999999
11652,739,4,0.16924000000000003
11657,739,9,0.91442
11662,739,14,0.99797
11665,740,1,0.03343
11670,740,6,0.29875
11675,740,11,0.9811299999999998
11680,740,16,0.9999999999999999
11684,741,4,0.18469
11689,741,9,0.911
11694,741,14,0.9978899999999999
11698,742,2,0.03326
11703,742,7,0.89961
11708,742,12,0.99125
11717,743,5,0.31218999999999997
11722,743,10,0.9072699999999998
11727,743,15,0.9999799999999998
11733,744,5,0.29286999999999996
11738,744,10,0.90388
11743,744,15,0.99995
11747,745,3,0.16057
11752,745,8,0.9008700000000001
11757,745,13,0.9976
13668,865,4,0.12619
13673,865,9,0.88643
13678,865,14,0.99755
13683,866,3,0.1213
13685,866,5,0.23384
13687,866,7,0.88542
13689,866,9,0.8878199999999999
13691,866,11,0.98188
13693,866,13,0.99781
13696,866,16,1.0
13698,867,2,0.05101
13701,867,5,0.23399999999999999
13704,867,8,0.88866
13707,867,11,0.9808000000000001
13710,867,14,0.99763
13750,870,6,0.22422
13754,870,10,0.89479
13758,870,14,0.9979399999999999
13762,871,2,0.04742
13769,871,9,0.8970799999999999
13776,871,16,0.9999999999999998
13780,872,4,0.11120999999999999
13792,872,16,1.0
13796,873,4,0.10953000000000002
13801,873,9,0.8987
13806,873,14,0.9979
13809,874,1,0.04856
13814,874,6,0.22505
13819,874,11,0.9824899999999999
13823,874,15,0.9999499999999999
13826,875,2,0.04728
13830,875,6,0.2315
13834,875,10,0.8977900000000001
13838,875,14,0.9976700000000001
13841,876,1,0.04767
13846,876,6,0.22953
13851,876,11,0.98295
13858,877,2,0.0472
13862,877,6,0.22513
13866,877,10,0.8979
13870,877,14,0.9979
13875,878,3,0.11016
13879,878,7,0.89566
13923,881,3,0.10614
13928,881,8,0.90318
13933,881,13,0.99816
13937,882,1,0.04356
13942,882,6,0.22766999999999998
13947,882,11,0.984
13952,882,16,1.0
13953,883,1,0.04271
13957,883,5,0.22244999999999998
13961,883,9,0.90701
13965,883,13,0.9983399999999999
13969,884,1,0.04182
13974,884,6,0.22568000000000005
13979,884,11,0.9840900000000001
13984,884,16,1.0000000000000002
14004,886,4,0.10016
14009,886,9,0.9076199999999999
14014,886,14,0.9984499999999998
14018,887,2,0.0436
14023,887,7,0.90194
14028,887,12,0.9912499999999999
14034,888,2,0.04633
14039,888,7,0.89756
14044,888,12,0.9905
14051,889,3,0.11687
14056,889,8,0.89239
14061,889,13,0.9976100000000001
14068,890,4,0.11299
14073,890,9,0.8935399999999999
14079,890,15,0.9999799999999998
14098,892,2,0.04683
14102,892,6,0.25217
14106,892,10,0.8988599999999999
14111,892,15,0.9999899999999999
14114,893,2,0.04704
14118,893,6,0.24113
14122,893,10,0.8974200000000001
14126,893,14,0.9979000000000001
14129,894,1,0.04763
14134,894,6,0.21741
14139,894,11,0.9808599999999998
14144,894,16,0.9999999999999999
14147,895,3,0.10108
14152,895,8,0.89329
