id,batch_id,arm_id,pi
234,15,10,0.8277359999999998
238,15,14,0.9983709999999998
241,16,1,0.009004
245,16,5,0.20006400000000002
249,16,9,0.834009
253,16,13,0.998419
257,17,1,0.008488
261,17,5,0.19359
265,17,9,0.8397800000000001
269,17,13,0.9985040000000002
274,18,2,0.010286
278,18,6,0.22118900000000002
282,18,10,0.818221
286,18,14,0.9982260000000001
292,19,4,0.112432
296,19,8,0.8232909999999999
300,19,12,0.9964779999999999
304,19,16,0.9999999999999999
305,20,1,0.009203
306,20,2,0.009283
307,20,3,0.106231
308,20,4,0.106255
309,20,5,0.212503
310,20,6,0.212511
311,20,7,0.8301270000000001
312,20,8,0.830431
313,20,9,0.831349
314,20,10,0.831464
315,20,11,0.986439
316,20,12,0.9966069999999999
317,20,13,0.9984329999999999
318,20,14,0.998477
319,20,15,0.999988
320,20,16,1.0
321,21,1,0.008804
322,21,2,0.00887
323,21,3,0.10316600000000001
324,21,4,0.103188
325,21,5,0.206064
326,21,6,0.206075
327,21,7,0.835191
328,21,8,0.835503
329,21,9,0.83629
330,21,10,0.836394
331,21,11,0.986939
332,21,12,0.996785
333,21,13,0.998513
334,21,14,0.998545
335,21,15,0.999988
336,21,16,1.0
337,22,1,0.010326
338,22,2,0.010412
339,22,3,0.115958
340,22,4,0.11599100000000001
341,22,5,0.24075200000000002
342,22,6,0.24075900000000003
343,22,7,0.816261
344,22,8,0.816603
345,22,9,0.817588
346,22,10,0.817692
347,22,11,0.984855
348,22,12,0.9963310000000001
349,22,13,0.9982280000000001
350,22,14,0.9982780000000001
351,22,15,0.9999920000000001
352,22,16,1.0
353,23,1,0.009731
354,23,2,0.00981
355,23,3,0.112261
356,23,4,0.112289
357,23,5,0.233537
358,23,6,0.233545
359,23,7,0.822073
360,23,8,0.8224300000000001
361,23,9,0.8233980000000001
362,23,10,0.8235020000000001
363,23,11,0.9855550000000001
364,23,12,0.9964540000000001
365,23,13,0.9982280000000001
366,23,14,0.9982810000000001
367,23,15,0.9999870000000001
368,23,16,1.0
369,24,1,0.00926
370,24,2,0.009328999999999999
371,24,3,0.10832900000000001
372,24,4,0.10836200000000001
373,24,5,0.22591100000000003
374,24,6,0.22591700000000003
375,24,7,0.82681
376,24,8,0.827126
377,24,9,0.828006
378,24,10,0.828126
379,24,11,0.9862070000000001
380,24,12,0.9966240000000001
381,24,13,0.9984210000000001
382,24,14,0.9984580000000001
383,24,15,0.999993
384,24,16,1.0
385,25,1,0.00933
386,25,2,0.009403
387,25,3,0.10783999999999999
388,25,4,0.10786
389,25,5,0.223779
390,25,6,0.223784
391,25,7,0.8168139999999999
392,25,8,0.817112
393,25,9,0.817936
394,25,10,0.818059
395,25,11,0.9863649999999999
396,25,12,0.9966729999999999
397,25,13,0.9984409999999999
398,25,14,0.998489
399,25,15,0.9999889999999999
400,25,16,0.9999999999999999
401,26,1,0.008686
402,26,2,0.008766
403,26,3,0.103035
404,26,4,0.10307
405,26,5,0.215157
406,26,6,0.215162
407,26,7,0.820919
408,26,8,0.821218
409,26,9,0.821999
410,26,10,0.822111
411,26,11,0.986983
412,26,12,0.996815
413,26,13,0.998499
414,26,14,0.998536
415,26,15,0.999995
416,26,16,1.0
417,27,1,0.008405
418,27,2,0.008463
419,27,3,0.101877
420,27,4,0.10190099999999999
421,27,5,0.222265
422,27,6,0.22227
423,27,7,0.823799
424,27,8,0.824117
425,27,9,0.824975
426,27,10,0.825053
430,27,14,0.9986
436,28,4,0.11515199999999999
440,28,8,0.8037959999999998
444,28,12,0.9963459999999998
448,28,16,1.0
1300,82,4,0.166247
1304,82,8,0.884284
1308,82,12,0.994936
1312,82,16,1.0
1315,83,3,0.164693
1319,83,7,0.8856850000000001
1323,83,11,0.980115
1327,83,15,0.999984
1329,84,1,0.013118
1333,84,5,0.29815400000000003
1337,84,9,0.879923
1341,84,13,0.9976929999999999
1345,85,1,0.013041
1349,85,5,0.306465
1353,85,9,0.882227
1357,85,13,0.9977560000000001
1362,86,2,0.014913000000000001
1366,86,6,0.33460900000000005
1370,86,10,0.8697030000000001
1374,86,14,0.9974550000000001
1377,87,1,0.015814
1381,87,5,0.351908
1386,87,10,0.852443
1388,87,12,0.994145
1390,87,14,0.9973209999999999
1392,87,16,0.9999999999999999
1394,88,2,0.015919
1398,88,6,0.351827
1402,88,10,0.851908
1406,88,14,0.997273
1889,129,1,0.0113
1894,129,6,0.35272000000000003
1899,129,11,0.9824300000000001
1904,129,16,1.0000000000000002
1909,130,5,0.34298
1914,130,10,0.8914300000000001
1919,130,15,0.9999899999999999
1921,131,1,0.0126
1926,131,6,0.34504
1931,131,11,0.9830300000000001
1936,131,16,1.0
1938,132,2,0.01406
