id,PreScreen_Q1,Commitment_Q1,Commitment_Q2,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Manipulation_Q1,QD2,QD2_1_TEXT,QD3_1,QD3_2,QD3_3,QD3_4,QD3_5,QD3_6,QD3_7,QD4,QD5,rnum,pi1,pi2,pi3,pi4,pi5,pi6,pi7,rnum_age,age1,age2,first_name1,first_name2,pol_exp1,pol_exp2,career1,career2
382,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 2,Age,21,,,,,White,,,Yes,Male,0.6330615076313404,0,0,0,0,0.5,1,1,0.16745097100908193,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
383,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,Age,28,,,,,White,,,No,Female,0.07451570128894311,0,0,0,0,0.5,1,1,0.05709764525692389,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
384,Yes,"Yes, I will",Purple,,,Candidate 2,,,,,,Candidate 1,Age,28,American Indian or Alaska Native,,,,White,,,No,Female,0.136281459158352,0,0,0,0,0.5,1,1,0.8874714595469347,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
385,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,Age,36,,,,,White,,,No,Female,0.13065654740916952,0,0,0,0,0.5,1,1,0.2187981496608812,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
386,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 1,Age,38,,,,,White,,,No,Female,0.1380313316215834,0,0,0,0,0.5,1,1,0.8232675890492432,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
387,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 1,Age,24,,,,,White,,,No,Male,0.7073191934515068,0,0,0,0,0.5,1,1,0.9750402192527056,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
388,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,Age,25,,,,,White,,,No,Female,0.3012923871402844,0,0,0,0,0.5,1,1,0.8098997205518884,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
389,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 1,Age,29,,Asian,,,,,,Yes,Male,0.8856795020135305,0,0,0,0,0.5,1,1,0.7772616182400989,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
390,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,Age,50,,,,,White,,,No,Female,0.7664189140234187,0,0,0,0,0.5,1,1,0.6494891768436621,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
391,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,Age,49,,,Black or African American,,,,,No,Female,0.8466719719224312,0,0,0,0,0.5,1,1,0.00424998486513504,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
392,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,Age,23,,,,,White,,,No,Male,0.7713385384463096,0,0,0,0,0.5,1,1,0.7134855405226084,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
393,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 2,Age,34,,,,,White,,,No,Prefer not to disclose,0.6570915539416232,0,0,0,0,0.5,1,1,0.42866727044542025,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
394,Yes,"Yes, I will",Purple,,,Candidate 2,,,,,,Candidate 2,Age,24,,Asian,,,,,,No,Female,0.6252542893926739,0,0,0,0,0.5,1,1,0.2910811983260981,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
395,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 2,Age,34,,,,,White,,,No,Female,0.9674085192306452,0,0,0,0,0.5,1,1,0.1895112116331028,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
396,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 1,Age,20,,Asian,,,,,,No,Female,0.5690118830113233,0,0,0,0,0.5,1,1,0.6919008536943935,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
397,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 2,Age,67,,,,,White,,,No,Male,0.957458319132556,0,0,0,0,0.5,1,1,0.36036364858978515,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
398,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 2,Age,63,,,,,White,,,No,Female,0.1920641193147898,0,0,0,0,0.5,1,1,0.06521804143330502,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
399,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,Age,22,,Asian,,,White,,,No,Male,0.4179366003763714,0,0,0,0,0.5,1,1,0.1544368409445595,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
400,Yes,"Yes, I will",Purple,Candidate 1,,,,,,,,Candidate 2,Age,61,,,,,White,,,No,Female,0.719812704417811,0,0,0,0,0.5,1,1,0.45732626865090015,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
401,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,Age,40,,Asian,,,,,,No,Female,0.6641089317072436,0,0,0,0,0.5,1,1,0.7149269743158778,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
402,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,Age,52,,,,,White,,,Yes,Female,0.20094986194766823,0,0,0,0,0.5,1,1,0.9071231914933592,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
403,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,Age,22,,Asian,,,,,,No,Female,0.01128374692315323,0,0,0,0,0.5,1,1,0.18304020659603185,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
404,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,Age,29,,,,,White,,,No,Male,0.14253361503186954,0,0,0,0,0.5,1,1,0.3261015984057685,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
405,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,Age,20,,,,,White,,,No,Female,0.49437477311454125,0,0,0,0,0.5,1,1,0.8867491509036043,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
406,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,Age,37,,Asian,,,,,,No,Male,0.19096338613679711,0,0,0,0,0.5,1,1,0.11231803361147596,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
407,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,Age,,,,,,White,,,No,Male,0.7116339138503265,0,0,0,0,0.5,1,1,0.31066635072013976,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
408,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,Age,43,,,,,White,,,No,Female,0.8220818219292169,0,0,0,0,0.5,1,1,0.6180093846325785,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
409,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,Age,25,,,,,White,,,No,Female,0.7408391143523247,0,0,0,0,0.5,1,1,0.22301953384257375,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
410,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,Age,27,,,Black or African American,,,,,Prefer not to disclose,Female,0.0411376478246268,0,0,0,0,0.5,1,1,0.8625305350549823,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
411,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,Age,30,,,,,White,,,No,Female,0.06753525931097923,0,0,0,0,0.5,1,1,0.4076932217943699,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
412,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,Age,39,,,,,White,,,No,Female,0.18787848185465636,0,0,0,0,0.5,1,1,0.8812246722823998,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
413,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,Age,25,,,Black or African American,,,,,No,Male,0.2182504735463882,0,0,0,0,0.5,1,1,0.10060927483733027,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
414,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,Age,27,,,,,White,,,No,Male,0.4949408649687983,0,0,0,0,0.5,1,1,0.7073997414455283,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
415,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,Age,32,,,,,White,,,No,Female,0.02020634944089836,0,0,0,0,0.5,1,1,0.08410473519100452,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
416,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,Age,54,,,,,White,,,No,Female,0.937536636818558,0,0,0,0,0.5,1,1,0.22288537612717724,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
417,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,Age,34,,,,,White,,,No,Male,0.00146070262451206,0,0,0,0,0.5,1,1,0.22934658830737384,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
418,Yes,"Yes, I will",Purple,,Candidate 2,,,,,,,Candidate 1,Age,28,,,,,,Other,,Yes,Male,0.23795832186889795,0,0,0,0,0.5,1,1,0.8913618104745079,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
419,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,Age,26,,,,,White,,,Yes,Female,0.41042028842736505,0,0,0,0,0.5,1,1,0.29728962930321917,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
420,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,Age,35,,,,,White,,,No,Female,0.257839025989603,0,0,0,0,0.5,1,1,0.6419929956649414,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
421,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 2,Age,35,,,Black or African American,,,,,No,Male,0.6555056664290618,0,0,0,0,0.5,1,1,0.00289428746395145,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
422,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,Age,52,,,,,White,,,No,Female,0.4664278157210042,0,0,0,0,0.5,1,1,0.8548352173191577,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
423,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,Age,59,,,,,White,,,No,Female,0.1293141553479513,0,0,0,0,0.5,1,1,0.6619210875737297,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
424,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 2,Age,47,,,,,White,,,No,Male,0.00896969856903182,0,0,0,0,0.5,1,1,0.11032625499887536,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
425,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 2,Age,36,,Asian,,,,,,No,Male,0.02028631768661698,0,0,0,0,0.5,1,1,0.09803870508867286,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
426,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,Age,50,,,Black or African American,,,,,No,Female,0.4570872738158999,0,0,0,0,0.5,1,1,0.263850574443082,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
427,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,Age,24,,,,,White,,,No,Female,0.06424400188593286,0,0,0,0,0.5,1,1,0.3290394007528758,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
428,Yes,"Yes, I will",Purple,,Candidate 1,,,,,,,Candidate 2,Age,27,,,,,White,,,No,Female,0.5720932475691878,0,0,0,0,0.5,1,1,0.43478036193055575,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
429,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,Age,29,,,,,White,,,No,Female,0.8617192539064491,0,0,0,0,0.5,1,1,0.8011197428687289,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
430,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,Age,28,,,,,White,,,No,Male,0.5665610296573865,0,0,0,0,0.5,1,1,0.25222699838975143,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
431,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 1,Age,37,,,,,White,,,No,Female,0.8536968836220207,0,0,0,0,0.5,1,1,0.7724427801492724,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
432,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,Age,29,,,,,White,,,No,Female,0.27903869964159994,0,0,0,0,0.5,1,1,0.9885542800157692,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
433,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 1,Age,24,,,,,,Other,,Yes,Male,0.7252416784701035,0,0,0,0,0.5,1,1,0.5126780240127533,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
434,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 2,Age,43,,,,,White,,,No,Female,0.21789313531897336,0,0,0,0,0.5,1,1,0.16751151885080884,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
435,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,Age,25,,,,,White,,,No,Female,0.8970787415506967,0,0,0,0,0.5,1,1,0.44206830520231005,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
436,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 1,Age,57,,,,,,Other,,Yes,Male,0.6531374330290447,0,0,0,0,0.5,1,1,0.9507892660216404,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
437,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 2,Age,34,,Asian,,,,,,No,Male,0.1406827553037281,0,0,0,0,0.5,1,1,0.1226587409904829,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
438,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 1,Age,38,,,,,White,,,No,Female,0.9234148671206588,0,0,0,0,0.5,1,1,0.7733318339505539,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
439,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,Age,41,,,,,White,,,No,Female,0.9130038840028,0,0,0,0,0.5,1,1,0.7811600451313797,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
440,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,Age,38,,,,,White,,,No,Male,0.09160832643779188,0,0,0,0,0.5,1,1,0.9090682149187356,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
441,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,Age,34,,,,,White,,,Yes,Male,0.26436097739831566,0,0,0,0,0.5,1,1,0.22975529852084703,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
442,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,Age,45,,Asian,,,,,,No,Male,0.09493034218785594,0,0,0,0,0.5,1,1,0.436528894220602,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
443,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,Age,28,,Asian,,,,,,No,Female,0.9931641425921498,0,0,0,0,0.5,1,1,0.249477545556025,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
444,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 1,Age,45,,,,,White,,,No,Female,0.03528776951955812,0,0,0,0,0.5,1,1,0.8414953162058945,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
445,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 2,Age,33,,Asian,,,White,,,No,Male,0.2451069877122312,0,0,0,0,0.5,1,1,0.17090028109282726,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
446,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,I don't know,Age,52,,,Black or African American,,,,,No,Female,0.32739746019416427,0,0,0,0,0.5,1,1,0.7311601221401152,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
447,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 1,Age,22,,,Black or African American,,,,,No,Male,0.6822332508587822,0,0,0,0,0.5,1,1,0.9038449257854012,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
448,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,Age,32,,,,,White,,,No,Male,0.13152820783004357,0,0,0,0,0.5,1,1,0.48734027158639864,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
449,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,Age,29,,Asian,,,,,,No,Male,0.02728458005638899,0,0,0,0,0.5,1,1,0.16502025750582577,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
450,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,Age,25,,Asian,,,,,,No,Female,0.779797916947817,0,0,0,0,0.5,1,1,0.9533115215490832,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
451,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,Age,39,,,,,White,,,No,Male,0.17896940982410903,0,0,0,0,0.5,1,1,0.31382888469701375,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
452,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,Age,23,,,,,White,,,No,Male,0.9084433512549016,0,0,0,0,0.5,1,1,0.546764350623536,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
453,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,Age,21,,,,,White,,,No,Female,0.08965094086938792,0,0,0,0,0.5,1,1,0.3143035150864868,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
454,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,Age,32,,Asian,,,,,,No,Male,0.30755663041667003,0,0,0,0,0.5,1,1,0.28911970469381654,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
455,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 2,Age,29,,Asian,,,,,,No,Male,0.7738050023964153,0,0,0,0,0.5,1,1,0.17045352146272863,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
456,Yes,"Yes, I will",Purple,,,,,Candidate 2,,,,Candidate 1,Age,27,,,,,White,Other,,Yes,Female,0.1869372472136601,0,0,0,0,0.5,1,1,0.6010977394415759,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
457,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,Age,61,,,,,White,,,No,Male,0.29049315962253447,0,0,0,0,0.5,1,1,0.3468938279773327,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
458,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,Age,22,,,,,White,,,Yes,Female,0.8985365207536464,0,0,0,0,0.5,1,1,0.505265240675133,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
459,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,Age,20,,,,,White,,,No,Prefer not to disclose,2.8174347250762e-4,0,0,0,0,0.5,1,1,0.49489402689386486,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
460,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 1,Age,41,,Asian,,,White,,,No,Male,0.19481609370438757,0,0,0,0,0.5,1,1,0.9047206328028627,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
461,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 1,Age,66,,,,,White,,,No,Female,0.8669965201679143,0,0,0,0,0.5,1,1,0.867504614374485,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
462,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,Age,40,,Asian,,Native Hawaiian or Other Pacific Islander,,,,No,Male,0.11735082979252348,0,0,0,0,0.5,1,1,0.20851474376593593,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
463,Yes,"Yes, I will",Purple,,,,Candidate 2,,,,,Candidate 1,Age,41,,,,,White,,,No,Male,0.07802909730887718,0,0,0,0,0.5,1,1,0.687152920450818,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
464,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,Age,38,,,,,White,,,No,Male,0.6388976894409624,0,0,0,0,0.5,1,1,0.35143810868063896,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
465,Yes,"Yes, I will",Purple,Candidate 2,,,,,,,,Candidate 1,Age,30,,,,,White,,,No,Female,0.1842391770762017,0,0,0,0,0.5,1,1,0.9211315433311116,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
466,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,Age,60,,,,,White,,,No,Female,0.7401869953005079,0,0,0,0,0.5,1,1,0.9847066083421712,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
467,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,Age,26,,,,,White,,,No,Female,0.1793846458148641,0,0,0,0,0.5,1,1,0.5190878511683754,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
468,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,Age,29,,,,,White,,,No,Female,0.10812999985835749,0,0,0,0,0.5,1,1,0.28300660785357623,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
469,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 2,Age,21,,,Black or African American,,White,,,Yes,Male,0.1287611432207658,0,0,0,0,0.5,1,1,0.3832959203010649,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
470,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 1,Age,58,,,,,White,,,Yes,Male,0.6991822076261002,0,0,0,0,0.5,1,1,0.948679763578968,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
471,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 2,Age,31,,,,,White,,,No,Female,0.3146646607934182,0,0,0,0,0.5,1,1,0.11377584052127224,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
472,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,Age,39,,,,,White,,,No,Female,0.8030650109991117,0,0,0,0,0.5,1,1,0.3062033213922296,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
473,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 1,Age,38,,Asian,,,,,,No,Male,0.34105171317724786,0,0,0,0,0.5,1,1,0.7830353597605217,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
474,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,Age,31,,,Black or African American,,,,,No,Male,0.1181941037341473,0,0,0,0,0.5,1,1,0.21727892016462955,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
475,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,Age,33,American Indian or Alaska Native,,,,White,,,Yes,Male,0.7724032843886882,0,0,0,0,0.5,1,1,0.7520714632123875,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
476,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,Age,26,,,,,White,,,No,Female,0.5099819715856533,0,0,0,0,0.5,1,1,0.6991520008768775,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
477,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,Age,32,,,,,White,,,No,Male,0.4957702738455893,0,0,0,0,0.5,1,1,0.9795299626373524,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
478,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,Age,29,,,,,White,,,No,Male,0.15782592588985012,0,0,0,0,0.5,1,1,0.7745928647403123,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
479,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,Age,34,,,,,White,,,No,Male,0.5115253505091009,0,0,0,0,0.5,1,1,0.367112029662149,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
